id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,status,chance_of_playing_next_round,news,news_added,form,total_points,points_per_game,minutes,starts,selected_by_percent,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,value_season,ep_this,ep_next
573,Sanchez,Juanlu,Sánchez,3,2,44,-1,-1,a,,,,0.0,0,0.0,0,0,0.2,90,493,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
608,Jebbison,Daniel,Jebbison,3,4,50,0,0,a,,,,0.5,2,1.0,16,0,0.1,768,757,0,0,0,2,0,0,0,0,10,3.4,0.8,17.0,2.1,0.10,0.00,0.10,0.56,0.0,0.56,2.02,1,5.62,,,,0.4,0.5,0.5
615,Di Gregorio,Michele,Di Gregorio,3,1,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,150,233,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
82,Kelleher,Caoimhín,Kelleher,4,1,50,0,0,a,,,,3.5,14,3.5,360,4,6.4,3980,24310,0,0,1,4,0,0,15,0,70,57.6,0.0,0.0,5.7,0.00,0.01,0.01,0.0,0.0,0.0,1.37,0,0.0,,,,2.8,3.5,3.5
83,Valdimarsson,Hákon Rafn,Valdimarsson,4,1,45,0,0,a,,,,0.0,0,0.0,0,0,0.1,100,305,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
84,Collins,Nathan,Collins,4,2,55,0,0,i,0,Calf injury - Unknown return date,2026-09-05T18:00:06.182495Z,2.5,10,3.3,196,3,1.3,46,16695,0,0,1,1,1,0,0,0,39,40.6,22.4,51.0,11.4,0.51,0.05,0.56,0.23,0.02,0.25,0.98,17,7.81,,,,1.8,0.0,0.0
85,Van den Berg,Sepp,van den Berg,4,2,49,-1,0,i,0,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,0.0,0,0.0,0,0,0.1,13,317,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
86,Lewis-Potter,Keane,Lewis-Potter,4,3,55,0,0,a,,,,4.8,19,4.8,326,4,2.0,2373,17515,1,1,1,4,0,0,0,3,70,93.8,92.6,43.0,22.9,1.06,0.78,1.84,0.29,0.22,0.51,1.38,29,8.01,,,1,3.5,4.8,4.8
87,Ajer,Kristoffer,Ajer,4,2,45,0,0,a,,,,3.5,14,3.5,360,4,4.4,4126,22256,0,0,1,4,1,0,0,0,44,69.6,22.2,37.0,12.9,0.13,0.03,0.16,0.03,0.01,0.04,1.37,41,10.25,,,,3.1,3.5,3.5
88,Kayode,Michael,Kayode,4,2,46,1,0,a,,,,4.2,17,4.2,226,3,8.4,8303,57338,1,0,1,1,0,0,0,1,52,55.8,17.8,56.0,12.9,0.55,0.36,0.91,0.22,0.14,0.36,1.07,14,5.58,,,,3.7,4.2,4.2
89,Henry,Rico,Henry,4,2,44,-1,-1,a,,,,0.2,1,1.0,2,0,0.2,117,677,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,,,,0.2,0.2,0.2
90,Hickey,Aaron,Hickey,4,2,45,0,0,a,,,,1.0,4,1.0,131,1,0.1,130,228,0,0,0,3,0,0,0,0,12,11.6,5.4,0.0,1.7,0.03,0.05,0.08,0.02,0.03,0.05,1.92,13,8.93,,,,0.9,1.0,1.0
92,Ji-soo,Kim,Ji-soo,4,2,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,29,64,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
93,Schuster,Jannik,Schuster,4,2,45,0,0,a,,,,1.8,7,3.5,163,1,0.1,126,229,0,0,0,3,0,0,0,0,16,17.2,0.2,4.0,2.1,0.10,0.02,0.12,0.06,0.01,0.07,1.86,22,12.15,,,,1.6,1.8,1.8
94,Schade,Kevin,Schade,4,3,60,0,0,a,,,,7.5,30,7.5,357,4,5.2,147655,13169,3,0,1,4,0,0,0,6,111,64.0,36.2,101.0,20.1,0.98,0.30,1.28,0.25,0.08,0.33,1.38,27,6.81,2,,,5.0,7.5,7.5
95,O.Dango,Dango,Ouattara,4,3,64,-1,0,a,,,,1.5,6,1.5,170,2,0.6,210,5498,0,0,1,1,0,0,0,0,32,23.2,57.6,17.0,9.8,0.09,0.39,0.48,0.05,0.21,0.26,1.42,28,14.82,,4,,0.9,1.5,1.5
96,Damsgaard,Mikkel,Damsgaard,4,3,55,0,0,a,,,,3.2,13,3.2,197,2,0.5,465,2899,0,1,1,1,0,0,0,3,59,34.2,87.2,31.0,15.3,0.13,0.45,0.58,0.06,0.21,0.27,1.08,21,9.59,,2,3,2.4,3.2,3.2
97,Jensen,Mathias,Jensen,4,3,54,-1,0,i,0,Unspecified injury - Expected back 18 Sep,2026-08-30T12:30:08.176795Z,1.5,6,6.0,66,1,0.1,6,714,0,1,1,0,0,0,0,0,22,12.6,46.2,13.0,7.2,0.08,0.34,0.42,0.11,0.46,0.57,0.64,5,6.82,3,1,2,1.1,0.0,0.0
98,Janelt,Vitaly,Janelt,4,3,50,0,0,a,,,,6.2,25,6.2,360,4,2.4,16184,11408,2,0,1,4,3,0,0,3,96,117.6,77.3,45.0,24.0,0.50,0.40,0.90,0.12,0.1,0.22,1.37,55,13.75,,3,,5.0,6.2,6.2
99,Milambo,Antoni,Milambo,4,3,50,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.384798Z,0.0,0,0.0,0,0,0.0,8,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
100,Carvalho,Fábio,Freitas Gouveia Carvalho,4,3,50,0,0,a,100,,2026-08-18T13:58:17.442072Z,0.0,0,0.0,0,0,0.0,81,138,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
102,Yarmoliuk,Yehor,Yarmoliuk,4,3,49,-1,0,a,,,,1.5,6,1.5,148,1,0.7,324,3170,0,1,0,4,1,0,0,0,31,7.6,16.7,9.0,3.4,0.07,0.24,0.31,0.04,0.15,0.19,2.45,16,9.73,,,,1.2,1.5,1.5
103,Dasilva,Josh,Dasilva,4,3,49,-1,0,i,0,Hamstring injury - Expected back 10 Oct,2026-09-04T13:30:08.371955Z,0.0,0,0.0,0,0,0.0,3,121,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
105,Anthony,Jaidon,Anthony,4,3,59,-1,-1,a,,,,1.2,5,1.2,187,2,0.1,164,872,0,0,1,3,1,0,0,0,28,13.8,63.0,19.0,9.5,0.19,0.52,0.71,0.09,0.25,0.34,1.35,24,11.55,,,,0.8,1.2,1.2
106,Thiago,Igor Thiago,Nascimento Rodrigues,4,4,79,-1,0,a,,,,1.2,5,1.2,352,4,9.9,4183,85928,0,0,1,4,1,0,0,0,11,20.6,11.6,106.0,13.8,2.41,0.13,2.54,0.62,0.03,0.65,1.39,16,4.09,1,,,0.6,1.2,1.2
107,Furo,Kaye,Furo,4,4,45,0,0,i,0,Unspecified injury - Unknown return date,2026-09-14T14:00:09.985723Z,0.0,0,0.0,0,0,1.1,5346,4886,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
108,Wilson,Callum,Wilson,4,4,55,0,0,a,,,,0.8,3,1.0,13,0,0.3,531,2408,0,0,0,0,0,0,0,0,9,3.2,10.4,12.0,2.6,0.07,0.04,0.11,0.48,0.28,0.76,1.04,2,13.85,,,,0.5,0.8,0.8
565,M.Sangaré,Mamadou,Sangaré,4,3,57,2,0,a,,,,5.5,22,5.5,300,4,12.4,11347,75368,0,2,1,3,1,0,0,3,76,56.0,48.4,40.0,14.1,0.41,0.65,1.06,0.12,0.2,0.32,1.21,45,13.5,,,,3.9,5.5,5.5
620,Diouf,El Hadji Malick,Diouf,4,2,45,0,0,a,,,,0.3,1,1.0,30,0,0.1,481,730,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.0,0.03,0.03,1.5,1,3.0,,,,0.2,0.3,0.3
657,Nunes,Gustavo,Nunes Fernandes Gomes,4,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,1079,189,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,1.1,1.1
109,Verbruggen,Bart,Verbruggen,5,1,45,0,0,a,,,,4.2,17,4.2,360,4,22.1,29006,45322,0,0,2,5,0,0,10,0,80,46.0,3.0,0.0,4.9,0.00,0.20,0.20,0.0,0.05,0.05,1.76,0,0.0,,,,3.8,4.2,4.2
111,Steele,Jason,Steele,5,1,40,0,0,a,,,,0.0,0,0.0,0,0,4.2,6806,7073,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
113,F.Kadıoğlu,Ferdi,Kadıoğlu,5,2,44,-1,0,a,100,,2026-08-23T13:00:07.595211Z,2.0,8,2.7,257,3,1.7,1609,5922,0,0,1,5,0,0,0,0,28,15.4,29.2,27.0,7.2,0.08,0.11,0.19,0.03,0.04,0.07,2.33,7,2.45,,3,,1.8,2.0,2.0
114,Boscagli,Olivier,Boscagli,5,2,45,0,0,a,,,,3.2,13,3.2,347,4,0.3,521,795,0,0,2,5,1,0,0,0,69,52.6,96.2,17.0,16.6,0.06,0.51,0.57,0.02,0.13,0.15,1.77,22,5.71,,,,2.9,3.2,3.2
115,De Cuyper,Maxim,De Cuyper,5,2,48,3,0,a,,,,8.0,32,8.0,333,4,23.1,150631,37629,1,3,2,5,1,0,0,4,102,69.0,91.1,50.0,21.1,1.53,0.44,1.97,0.41,0.12,0.53,1.88,9,2.43,,2,4,6.7,8.0,8.0
116,Dunk,Lewis,Dunk,5,2,45,0,0,a,,,,5.5,22,5.5,360,4,1.4,10645,3378,1,0,2,5,1,0,0,1,79,59.0,10.3,4.0,7.4,0.03,0.09,0.12,0.01,0.02,0.03,1.76,23,5.75,,,3,4.9,5.5,5.5
117,Coppola,Diego,Coppola,5,2,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,93,93,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
118,Igor,Igor Julio,dos Santos de Paulo,5,2,45,0,0,u,0,Has joined Burnley permanently,2026-09-02T15:38:15.529699Z,0.0,0,0.0,0,0,0.0,0,374,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
119,Costinha,João Pedro,Loureiro da Costa,5,2,45,0,0,a,,,,0.8,3,0.8,54,0,0.0,70,114,0,0,0,0,1,0,0,0,16,14.0,16.7,18.0,4.8,0.12,0.16,0.28,0.2,0.27,0.47,0.47,6,10.0,,,,0.7,0.8,0.8
120,Svoboda,Michael,Svoboda,5,2,50,0,0,a,,,,0.0,0,0.0,0,0,0.1,254,369,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
121,Mitoma,Mitoma,Kaoru,5,3,59,-1,0,i,0,Hamstring injury - Expected back 10 Oct,2026-07-24T18:30:10.661894Z,0.0,0,0.0,0,0,0.0,24,127,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
122,Minteh,Yankuba,Minteh,5,3,59,-1,0,i,0,Leg injury - Expected back 28 Nov,2026-08-14T18:00:06.418033Z,0.0,0,0.0,0,0,0.0,10,211,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,5,,0.0,0.0,0.0
123,Hinshelwood,Jack,Hinshelwood,5,3,59,-1,-1,i,0,Ankle injury - Expected back 10 Oct,2026-08-27T19:30:07.780933Z,4.0,16,16.0,63,1,0.7,58,13165,2,0,1,0,0,0,0,3,54,72.8,13.4,59.0,14.5,1.41,0.02,1.43,2.01,0.03,2.04,0.27,3,4.29,,,,2.7,0.0,0.0
124,Groß,Pascal,Groß,5,3,56,1,0,a,,,,8.2,33,8.2,360,4,17.6,171440,33427,2,3,2,5,2,0,0,6,119,68.8,106.6,50.0,22.2,1.66,0.61,2.27,0.42,0.15,0.57,1.76,21,5.25,1,1,1,5.9,8.2,8.2
125,Georginio,Georginio,Rutter,5,4,54,-1,0,d,75,Unspecified injury - 75% chance of playing,2026-08-26T16:00:07.608056Z,1.2,5,5.0,90,1,0.5,405,5068,0,1,1,0,0,0,0,0,22,19.8,11.4,15.0,4.6,0.08,0.44,0.52,0.08,0.44,0.52,0.29,7,7.0,,,,0.9,0.9,0.9
126,O'Riley,Matt,O'Riley,5,3,55,0,0,a,,,,0.2,1,1.0,6,0,0.1,227,497,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.0,0.15,0.15,0.6,1,15.0,3,,,0.2,0.2,0.2
127,Gomez,Diego,Gómez Amarilla,5,3,50,0,0,a,,,,4.0,16,4.0,348,4,4.7,5168,26133,0,2,2,5,0,0,0,0,61,52.8,71.8,113.0,23.8,0.79,0.76,1.55,0.2,0.2,0.4,1.81,23,5.95,,,5,3.2,4.0,4.0
128,Buonanotte,Facundo,Buonanotte,5,3,50,0,0,u,0,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,0.0,0,0.0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
129,Ayari,Yasin,Ayari,5,3,54,-1,0,a,100,,2026-08-30T18:00:07.935334Z,3.0,12,4.0,243,3,0.4,1208,1540,1,0,2,1,1,0,0,0,64,11.4,29.8,24.0,6.1,0.59,0.10,0.69,0.22,0.04,0.26,1.49,14,5.19,,4,2,2.2,3.0,3.0
130,Wieffer,Mats,Wieffer,5,2,50,0,0,i,0,Knee injury - Unknown return date,2026-09-04T09:30:08.612904Z,1.8,7,3.5,156,2,0.2,21,3078,0,0,1,4,0,0,0,1,38,37.0,35.5,10.0,8.3,0.12,0.13,0.25,0.07,0.08,0.15,1.83,15,8.65,,,,1.4,0.0,0.0
132,Howell,Harry,Howell,5,3,45,0,0,u,0,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,0.0,0,0.0,0,0,0.0,0,180,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
133,Watson,Tom,Watson,5,3,50,0,0,u,0,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,0.0,0,0.0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
134,Oriola,Nehemiah,Oriola,5,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.3,429,1091,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
135,Yohanna,Zadok,Yohanna,5,3,49,-1,0,i,0,Unspecified injury - Expected back 10 Oct,2026-09-10T13:00:08.617941Z,0.2,1,1.0,12,0,0.0,11,534,0,0,0,0,0,0,0,0,3,0.2,1.3,0.0,0.2,0.00,0.03,0.03,0.0,0.22,0.22,0.0,0,0.0,,,,0.2,0.0,0.0
137,Tzimas,Stefanos,Tzimas,5,4,54,-1,-1,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,0.0,0,0.0,0,0,0.0,22,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
138,Kostoulas,Charalampos,Kostoulas,5,4,55,0,0,a,,,,4.5,18,4.5,278,3,0.7,15917,3544,1,2,1,5,0,0,0,1,65,14.6,20.8,51.0,8.5,1.17,0.05,1.22,0.38,0.02,0.4,2.19,23,7.45,,,,3.3,4.5,4.5
139,Ferguson,Evan,Ferguson,5,4,50,0,0,i,0,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,0.0,0,0.0,0,0,0.0,98,173,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
328,Struijk,Pascal,Struijk,5,2,50,0,0,a,100,,2026-08-15T20:30:07.523574Z,0.5,2,1.0,13,0,0.2,290,956,0,0,0,0,0,0,0,0,7,0.2,0.1,0.0,0.0,0.00,0.01,0.01,0.0,0.07,0.07,1.52,4,27.69,,,,0.4,0.5,0.5
504,Vuskovic,Luka,Vušković,5,2,50,0,0,a,,,,6.0,24,6.0,347,4,3.2,11390,10900,1,0,2,5,0,0,0,2,71,91.4,14.6,57.0,16.3,0.46,0.07,0.53,0.12,0.02,0.14,1.77,31,8.04,,,,4.8,6.0,6.0
594,David,Promise,David,5,4,60,0,0,a,,,,0.2,1,0.5,23,0,0.2,780,1959,0,0,0,0,1,0,0,0,-4,0.0,3.7,4.0,0.4,0.42,0.00,0.42,1.64,0.0,1.64,0.55,0,0.0,2,,,0.2,0.2,0.2
600,Osman,Ibrahim,Osman,5,3,50,0,0,a,,,,0.8,3,1.0,40,0,0.0,60,80,0,0,0,1,0,0,0,0,15,7.2,16.7,6.0,3.0,0.05,0.07,0.12,0.11,0.16,0.27,0.72,4,9.0,,,,0.6,0.8,0.8
605,Yalcouyé,Malick,Yalcouyé,5,3,45,0,0,a,,,,4.8,19,4.8,231,3,3.5,42573,12335,2,0,1,4,0,0,0,1,87,59.6,47.2,62.0,16.9,1.42,0.27,1.69,0.55,0.11,0.66,2.51,18,7.01,,,,4.2,4.8,4.8
614,Hadjam,Jaouen,Hadjam,5,2,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,145,283,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
624,Cozier-Duberry,Amario,Cozier-Duberry,5,3,50,0,0,u,0,Has joined Middlesbrough on loan for the rest of the season,2026-09-02T15:38:15.552951Z,0.0,0,0.0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
639,Andrés,José María,Andrés Baixauli,5,3,55,0,0,a,,,,2.0,4,4.0,25,0,0.0,141,74,0,1,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.24,0.01,0.25,0.86,0.04,0.9,0.79,4,14.4,,,,0.7,2.0,2.0
652,Azeez,Femi,Azeez,5,3,55,0,0,d,75,Hamstring injury - 75% chance of playing,2026-09-04T11:30:08.661589Z,0.0,0,0.0,0,0,0.0,35,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
658,Ibrahim,Younes,Ibrahim,5,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,501,82,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,1.1,1.1
28,Martinez,Emiliano,Martínez Romero,6,1,50,0,0,a,,,,1.8,7,2.3,270,3,5.0,8483,23184,0,0,0,7,0,0,15,0,54,99.4,20.0,0.0,11.9,0.00,0.01,0.01,0.0,0.0,0.0,1.61,0,0.0,,,,1.4,1.8,1.8
40,Rogers,Morgan,Rogers,6,3,77,2,1,a,,,,6.8,27,6.8,347,4,36.8,287170,15320,3,1,0,9,1,0,0,2,118,105.8,113.6,68.0,28.7,1.39,1.16,2.55,0.36,0.3,0.66,1.58,23,5.97,,3,,3.5,6.8,6.8
101,Henderson,Jordan,Henderson,6,3,49,-1,0,i,0,Wrist injury - Unknown return date,2026-08-09T09:30:07.136250Z,0.0,0,0.0,0,0,0.0,16,225,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
136,Welbeck,Danny,Welbeck,6,4,59,-1,0,a,100,,2026-08-20T14:00:07.949090Z,0.5,2,1.0,15,0,0.8,1806,4580,0,0,0,0,0,0,0,0,7,0.0,0.3,2.0,0.2,0.00,0.06,0.06,0.0,0.36,0.36,3.24,1,6.0,,,,0.3,0.5,0.5
140,Sánchez,Robert,Lynch Sánchez,6,1,49,-1,0,u,0,Has joined Como on loan for the rest of the season,2026-09-02T16:20:41.841936Z,0.5,2,2.0,90,1,0.8,0,6649,0,0,0,2,0,0,4,0,6,21.4,0.0,0.0,2.1,0.00,0.01,0.01,0.0,0.01,0.01,1.33,0,0.0,,,,0.4,0.0,0.0
141,Jörgensen,Filip,Jörgensen,6,1,50,0,0,u,0,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,0.0,0,0.0,0,0,0.0,0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
142,James,Reece,James,6,2,54,-1,0,a,,,,0.8,3,0.8,292,3,7.3,8045,47500,0,0,0,7,1,0,0,0,24,36.4,32.2,34.0,10.3,0.33,0.26,0.59,0.1,0.08,0.18,1.51,13,4.01,,1,1,0.6,0.8,0.8
143,Chalobah,Trevoh,Chalobah,6,2,55,0,0,u,0,Has joined Como permanently,2026-08-10T14:03:50.769483Z,0.0,0,0.0,0,0,0.1,0,342,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
144,Gusto,Malo,Gusto,6,2,50,0,0,a,,,,1.0,4,1.0,272,3,1.0,1615,5995,0,0,0,7,0,0,0,0,12,18.0,13.9,7.0,3.9,0.08,0.12,0.20,0.03,0.04,0.07,1.16,15,4.96,,,,0.8,1.0,1.0
145,Fofana,Wesley,Fofana,6,2,50,0,0,a,100,,2026-07-23T12:01:23.464591Z,1.0,4,1.3,242,3,0.2,1194,1127,0,0,0,6,1,0,0,0,24,59.2,23.7,0.0,8.3,0.00,0.08,0.08,0.0,0.03,0.03,1.56,32,11.9,,,,0.8,1.0,1.0
146,B.Badiashile,Benoît,Badiashile Mukinayi,6,2,45,0,0,u,0,Has joined Napoli on loan for the rest of the season,2026-08-25T14:03:47.079414Z,0.0,0,0.0,0,0,0.0,0,59,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
148,Hato,Jorrel,Hato,6,2,45,0,0,a,,,,2.0,8,2.0,258,4,1.0,2261,8709,0,2,0,9,0,0,0,0,14,73.2,44.2,13.0,13.1,0.01,0.21,0.22,0.0,0.07,0.07,1.68,18,6.28,,,,1.8,2.0,2.0
149,Colwill,Levi,Samuels Colwill,6,2,49,-1,0,a,,,,0.5,2,0.7,251,3,1.0,814,8133,0,0,0,6,1,0,0,0,16,19.2,2.0,7.0,2.9,0.01,0.04,0.05,0.0,0.01,0.01,1.44,19,6.81,,,,0.4,0.5,0.5
150,M.Sarr,Mamadou,Sarr,6,2,45,0,0,u,0,Has joined Real Sociedad on loan for the rest of the season,2026-08-29T00:34:23.077418Z,0.0,0,0.0,0,0,0.0,0,186,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
151,Acheampong,Josh,Acheampong,6,2,45,0,0,a,,,,1.2,5,1.7,202,2,0.4,607,2478,0,0,0,5,0,0,0,0,9,41.6,4.1,6.0,5.1,0.00,0.02,0.02,0.0,0.01,0.01,1.57,19,8.47,,,,1.1,1.2,1.2
152,Palestra,Marco,Palestra,6,2,53,-2,-1,i,0,Thigh injury - Expected back 18 Sep,2026-08-24T18:30:07.421239Z,0.0,0,0.0,0,0,0.8,55,8998,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
154,Palmer,Cole,Palmer,6,3,97,2,0,a,100,,2026-08-24T22:00:07.971542Z,6.5,26,6.5,352,4,26.8,60937,57392,2,2,0,9,1,0,0,3,127,113.0,82.4,112.0,30.8,1.18,0.61,1.79,0.3,0.16,0.46,1.55,23,5.88,1,,2,2.7,6.5,6.5
156,Neto,Pedro,Lomba Neto,6,3,65,0,0,a,,,,3.0,12,3.0,246,3,1.4,4578,8345,1,0,0,6,0,0,0,0,68,56.6,53.5,56.0,16.6,0.52,0.53,1.05,0.19,0.19,0.38,1.62,22,8.05,,2,3,1.8,3.0,3.0
157,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,6,3,63,-2,-1,a,,,,0.8,3,1.0,20,0,0.7,880,4752,0,0,0,0,0,0,0,0,14,3.4,0.8,17.0,2.2,0.07,0.07,0.14,0.32,0.32,0.64,2.61,2,9.0,2,4,,0.5,0.8,0.8
158,Gittens,Jamie,Bynoe-Gittens,6,3,59,-1,0,a,,,,0.0,0,0.0,0,0,0.0,50,194,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
159,Caicedo,Moisés,Caicedo Corozo,6,3,54,-1,0,i,0,Calf injury - Expected back 18 Sep,2026-08-30T16:00:08.393562Z,0.2,1,1.0,13,0,1.3,234,15136,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.48,0,0.0,,,,0.2,0.0,0.0
161,Lavia,Roméo,Lavia,6,3,50,0,0,a,,,,2.8,11,2.8,258,4,0.2,1051,1796,1,0,0,8,1,0,0,0,61,58.4,24.2,66.0,14.9,0.75,0.11,0.86,0.26,0.04,0.3,1.77,31,10.81,,,,2.2,2.8,2.8
163,D.Essugo,Dário,Luís Essugo,6,3,45,0,0,u,0,Has joined RC Strasbourg on loan for the rest of the season,2026-09-02T16:20:41.865225Z,0.0,0,0.0,0,0,0.1,0,892,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
164,Quenda,Geovany,Quenda,6,3,53,-2,-1,a,100,,2026-07-24T20:30:10.609931Z,0.2,1,1.0,8,0,0.0,49,258,0,0,0,0,0,0,0,0,2,1.2,0.3,2.0,0.4,0.00,0.00,0.00,0.0,0.0,0.0,1.01,1,11.25,,,,0.2,0.2,0.2
